time,ssid,mac,latitude,longitude,elevation,rssi,quality,channel,sats,hdop,vdop,pdop,privacy,type,rates
2019-03-02 02:11:7.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.334022,119.377392,432,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:14.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.33402,119.377393,431.1,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:19.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333957,119.37743,430.3,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:21.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333945,119.377432,429.6,-82,26,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:24.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333827,119.377458,429.1,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:26.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333785,119.377465,428.8,-73,44,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:27.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333702,119.377472,428.3,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:32.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333573,119.377477,427.8,-73,43,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:34.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333562,119.377477,428,-73,43,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:37.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333498,119.377423,427.8,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:39.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333473,119.377287,427.3,-82,26,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:42.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.33347,119.377178,426.9,-73,44,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:45.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333468,119.377035,426.7,-71,47,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:11:47.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.333463,119.376805,426.5,-72,46,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:12:4.0 ,TRX_00761,3C:A3:08:A9:43:81,-22.33328,119.374958,429.9,-83,23,6,9,0.9,1.4,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
