time,ssid,mac,latitude,longitude,elevation,rssi,quality,channel,sats,hdop,vdop,pdop,privacy,type,rates
2019-03-02 02:28:30.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.306072,119.3293,428.8,-83,23,6,10,0.8,1.1,1.4,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:28:33.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.305838,119.329303,428.9,-83,23,6,10,0.8,1.1,1.4,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:28:52.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.30398,119.32928,429.7,-83,23,6,10,0.8,1.1,1.4,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:28:58.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.30392,119.328938,429.5,-74,42,6,10,0.8,1.1,1.4,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:29:1.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.303857,119.328722,429.3,-72,46,6,10,0.8,1.1,1.4,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 02:29:4.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.303665,119.328585,429.9,-83,23,6,10,0.8,1.1,1.4,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:2.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292513,119.318428,436.9,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:17.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292272,119.319473,438.8,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:20.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292037,119.319458,438.9,-74,42,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:26.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.291552,119.319492,439.1,-71,47,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:30.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.291188,119.319603,439,-72,46,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:32.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.2909,119.31974,439.3,-72,46,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:44.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.289828,119.320277,441.3,-73,44,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:47.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.28959,119.320205,441.1,-73,43,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:24:50.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.289337,119.320073,440.7,-82,26,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:25:0.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.288638,119.3198,442.3,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:25:2.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.288418,119.319773,442,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:28:14.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.29204,119.319733,442.5,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:28:21.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292353,119.31974,441.8,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:28:42.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292477,119.321895,440.5,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:28:45.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292472,119.322278,439.8,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:28:47.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.292465,119.322648,439.9,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:18.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299025,119.340993,442.6,-83,23,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:27.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299167,119.341112,442.5,-83,23,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:34.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299263,119.34119,442,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:37.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299337,119.34125,441.8,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:42.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299468,119.341365,441.9,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:46.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.29953,119.341422,441.8,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:49.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299597,119.34148,441.9,-82,26,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:52.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.29967,119.341545,442.3,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:45:58.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.299847,119.341703,441.6,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:4.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.29999,119.34183,440.4,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:10.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300083,119.341912,440.2,-82,26,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:25.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300248,119.34206,440.9,-82,26,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:27.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300295,119.342103,440.9,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:34.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.30043,119.342225,440.6,-83,23,6,10,0.8,1.5,1.7,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:37.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300523,119.342312,440.6,-83,23,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:49.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300967,119.342803,441.3,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:52.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300912,119.342892,441.5,-82,26,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:55.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300832,119.342943,441.8,-74,42,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:46:58.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300802,119.342968,441.6,-82,26,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:47:4.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300802,119.342968,441.6,-83,23,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
2019-03-02 04:47:7.0 ,TRX_00715,3C:A3:08:A9:3D:1F,-22.300802,119.342968,441.6,-83,23,6,11,0.8,1.4,1.6,None,Infrastructure,1/2/5.5/6/9/11/12/18/24/36/48/54
